markets,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,ids,popularity
185.0,1G9G7WwrXka3Z1r7aIDjI7,369573.0,0.0482,0.751,0.708,1.85e-05,0.107,-5.653,0.0545,108.97,0.509,0.0,1.0,4.0,4.0,1G9G7WwrXka3Z1r7aIDjI7,75.0
185.0,1G9G7WwrXka3Z1r7aIDjI7,369573.0,0.0482,0.751,0.708,1.85e-05,0.107,-5.653,0.0545,108.97,0.509,0.0,1.0,4.0,4.0,1G9G7WwrXka3Z1r7aIDjI7,72.0
185.0,1G9G7WwrXka3Z1r7aIDjI7,369573.0,0.0482,0.751,0.708,1.85e-05,0.107,-5.653,0.0545,108.97,0.509,0.0,1.0,4.0,4.0,1G9G7WwrXka3Z1r7aIDjI7,71.0
0.0,2hEZUJYO26jhMzfw0ZzrCj,150405.0,0.636,0.532,0.363,0.0,0.168,-12.693,0.0295,129.944,0.414,3.0,1.0,4.0,2.0,2hEZUJYO26jhMzfw0ZzrCj,35.0
0.0,2hEZUJYO26jhMzfw0ZzrCj,150405.0,0.636,0.532,0.363,0.0,0.168,-12.693,0.0295,129.944,0.414,3.0,1.0,4.0,2.0,2hEZUJYO26jhMzfw0ZzrCj,30.0
184.0,0LcJLqbBmaGUft1e9Mm8HV,292613.0,0.02,0.749,0.491,0.00899,0.159,-9.655,0.0403,119.528,0.536,10.0,1.0,4.0,3.0,0LcJLqbBmaGUft1e9Mm8HV,80.0
184.0,0LcJLqbBmaGUft1e9Mm8HV,292613.0,0.02,0.749,0.491,0.00899,0.159,-9.655,0.0403,119.528,0.536,10.0,1.0,4.0,3.0,0LcJLqbBmaGUft1e9Mm8HV,81.0
184.0,0LcJLqbBmaGUft1e9Mm8HV,292613.0,0.02,0.749,0.491,0.00899,0.159,-9.655,0.0403,119.528,0.536,10.0,1.0,4.0,3.0,0LcJLqbBmaGUft1e9Mm8HV,77.0
185.0,2qDhaB25EdIZQQ8dF4EBqt,161697.0,0.965,0.577,0.0406,0.873,0.11,-21.477,0.0482,149.851,0.297,11.0,1.0,4.0,1.0,2qDhaB25EdIZQQ8dF4EBqt,35.0
185.0,3BqdrzfJnVqaTOI84wcjVg,152503.0,0.966,0.621,0.14,0.847,0.109,-18.417,0.0392,75.002,0.149,9.0,0.0,4.0,1.0,3BqdrzfJnVqaTOI84wcjVg,41.0
180.0,3MZsBdqDrRTJihTHQrO6Dq,233456.0,0.891,0.44,0.317,4.78e-06,0.141,-9.258,0.0531,169.914,0.268,8.0,1.0,3.0,1.0,3MZsBdqDrRTJihTHQrO6Dq,79.0
185.0,48ZAcUtJjaZZ0OZstH5X4v,143088.0,0.918,0.447,0.183,0.854,0.112,-15.452,0.0294,135.949,0.209,4.0,1.0,4.0,1.0,48ZAcUtJjaZZ0OZstH5X4v,40.0
185.0,4L3x3vTCpJgWtpD1wd4L01,143060.0,0.956,0.364,0.0712,0.885,0.103,-21.051,0.0455,104.216,0.171,2.0,1.0,5.0,1.0,4L3x3vTCpJgWtpD1wd4L01,44.0
185.0,2Wz9qZXuCKpiz1XY33xXOp,121764.0,0.967,0.591,0.0949,0.902,0.103,-15.708,0.0462,136.406,0.146,6.0,0.0,5.0,1.0,2Wz9qZXuCKpiz1XY33xXOp,36.0
185.0,6ZuFc28ghG17tRPI8ZNpTF,147946.0,0.993,0.476,0.015,0.938,0.0955,-25.461,0.034,68.991,0.18,5.0,1.0,4.0,1.0,6ZuFc28ghG17tRPI8ZNpTF,45.0
185.0,1XEXjIZsZ178A5msOFALpu,140980.0,0.986,0.564,0.0314,0.288,0.0932,-16.767,0.0395,80.078,0.187,6.0,0.0,4.0,1.0,1XEXjIZsZ178A5msOFALpu,40.0
185.0,6JHr6WrfMhJNTpJ1smiQXy,172108.0,0.925,0.531,0.113,0.813,0.123,-20.314,0.0434,72.927,0.053,9.0,1.0,4.0,1.0,6JHr6WrfMhJNTpJ1smiQXy,41.0
185.0,7oZu4iBcw4ZT653Xo0pADm,136601.0,0.945,0.478,0.0299,0.914,0.106,-22.327,0.0451,130.677,0.0473,1.0,0.0,4.0,1.0,7oZu4iBcw4ZT653Xo0pADm,40.0
185.0,17QBpw01txiuRtneh0l1tc,154991.0,0.955,0.378,0.0973,0.94,0.115,-20.7,0.0418,118.209,0.0564,3.0,1.0,3.0,1.0,17QBpw01txiuRtneh0l1tc,45.0
185.0,373GwyozV3SJ9WC59MtwZu,177750.0,0.711,0.63,0.245,0.895,0.065,-14.054,0.0281,79.966,0.0459,7.0,1.0,4.0,1.0,373GwyozV3SJ9WC59MtwZu,0.0
185.0,56ncV7I51jTZIqwrCWsOu0,137500.0,0.884,0.528,0.0951,0.778,0.109,-22.193,0.0294,70.826,0.154,1.0,1.0,4.0,1.0,56ncV7I51jTZIqwrCWsOu0,43.0
185.0,6DH3SvRzxgISukfWiREIre,174077.0,0.901,0.59,0.137,0.916,0.085,-17.512,0.0378,112.991,0.0948,11.0,1.0,4.0,1.0,6DH3SvRzxgISukfWiREIre,39.0
185.0,5bay23a7lnykOEQWt7FVnQ,150133.0,0.954,0.578,0.0978,0.901,0.11,-22.071,0.0317,74.01,0.0392,2.0,1.0,4.0,1.0,5bay23a7lnykOEQWt7FVnQ,46.0
185.0,20B8Ga2HfEUNJBAbZsJU2c,120149.0,0.0822,0.885,0.494,0.0,0.0535,-7.37,0.148,132.93,0.196,6.0,1.0,4.0,1.0,20B8Ga2HfEUNJBAbZsJU2c,45.0
185.0,20B8Ga2HfEUNJBAbZsJU2c,120149.0,0.0822,0.885,0.494,0.0,0.0535,-7.37,0.148,132.93,0.196,6.0,1.0,4.0,1.0,20B8Ga2HfEUNJBAbZsJU2c,44.0
185.0,20B8Ga2HfEUNJBAbZsJU2c,120149.0,0.0822,0.885,0.494,0.0,0.0535,-7.37,0.148,132.93,0.196,6.0,1.0,4.0,1.0,20B8Ga2HfEUNJBAbZsJU2c,40.0
185.0,20B8Ga2HfEUNJBAbZsJU2c,120149.0,0.0822,0.885,0.494,0.0,0.0535,-7.37,0.148,132.93,0.196,6.0,1.0,4.0,1.0,20B8Ga2HfEUNJBAbZsJU2c,39.0
185.0,0DE6DqplF6aes6HrDbH29i,129187.0,0.966,0.599,0.114,0.917,0.109,-20.061,0.0399,79.979,0.0553,4.0,1.0,4.0,1.0,0DE6DqplF6aes6HrDbH29i,48.0
185.0,26yFfCk0EZQxv7j2R4W3ae,124285.0,0.838,0.528,0.103,0.868,0.114,-21.485,0.0324,84.035,0.0896,5.0,1.0,4.0,1.0,26yFfCk0EZQxv7j2R4W3ae,37.0
185.0,0nACN1QCrIGr7S2ATgH5ja,123666.0,0.927,0.461,0.0193,0.946,0.111,-23.137,0.0345,57.51,0.0605,6.0,0.0,4.0,1.0,0nACN1QCrIGr7S2ATgH5ja,43.0
185.0,7qmOAgRUFZhLfwtyCGPKdo,174541.0,0.92,0.297,0.0991,0.897,0.111,-20.172,0.0393,35.366,0.171,11.0,0.0,4.0,1.0,7qmOAgRUFZhLfwtyCGPKdo,46.0
185.0,1WNWDUJZnaNuOhfcoug5hJ,113428.0,0.996,0.436,0.0281,0.883,0.111,-24.691,0.0356,70.854,0.153,5.0,1.0,4.0,1.0,1WNWDUJZnaNuOhfcoug5hJ,41.0
185.0,6rT3tJQmePSMr68mPaqyyp,192591.0,0.978,0.594,0.0979,0.931,0.112,-16.918,0.0379,133.627,0.191,2.0,1.0,4.0,1.0,6rT3tJQmePSMr68mPaqyyp,47.0
185.0,0cCcXCxq76zprh8wHeCWD0,165458.0,0.913,0.614,0.109,0.905,0.11,-18.283,0.0471,148.072,0.158,11.0,0.0,4.0,1.0,0cCcXCxq76zprh8wHeCWD0,41.0
185.0,6FAxdDhWeswbCrRh4Peerp,156753.0,0.636,0.546,0.132,0.903,0.135,-18.227,0.0344,130.016,0.15,11.0,0.0,4.0,1.0,6FAxdDhWeswbCrRh4Peerp,35.0
185.0,70NcAr4ZtA3FAqU16iQZSb,171743.0,0.845,0.656,0.436,0.0,0.221,-11.141,0.0744,109.239,0.196,8.0,1.0,4.0,1.0,70NcAr4ZtA3FAqU16iQZSb,65.0
185.0,70NcAr4ZtA3FAqU16iQZSb,171743.0,0.845,0.656,0.436,0.0,0.221,-11.141,0.0744,109.239,0.196,8.0,1.0,4.0,1.0,70NcAr4ZtA3FAqU16iQZSb,63.0
185.0,70NcAr4ZtA3FAqU16iQZSb,171743.0,0.845,0.656,0.436,0.0,0.221,-11.141,0.0744,109.239,0.196,8.0,1.0,4.0,1.0,70NcAr4ZtA3FAqU16iQZSb,62.0
185.0,3ZfzatnOpZk7jV2TeN76if,143500.0,0.843,0.509,0.212,0.853,0.111,-23.342,0.0305,84.0,0.0711,6.0,1.0,4.0,1.0,3ZfzatnOpZk7jV2TeN76if,47.0
185.0,3OJ5pC5H7eYoyow4sXULSt,165260.0,0.978,0.58,0.0541,0.896,0.111,-20.988,0.0312,147.79,0.208,10.0,0.0,4.0,1.0,3OJ5pC5H7eYoyow4sXULSt,47.0
185.0,61BZeS03ZCGHVYi8gq523e,169566.0,0.964,0.513,0.0646,0.828,0.0967,-21.471,0.0352,74.906,0.135,0.0,1.0,4.0,1.0,61BZeS03ZCGHVYi8gq523e,45.0
185.0,0WPOnxr3VJ9tgP8WzA5yhR,132015.0,0.985,0.581,0.157,0.936,0.111,-19.062,0.0319,144.051,0.269,1.0,1.0,4.0,1.0,0WPOnxr3VJ9tgP8WzA5yhR,43.0
183.0,2RQXRUsr4IW1f3mKyKsy4B,268353.0,0.765,0.394,0.256,0.0,0.116,-10.944,0.036,94.367,0.215,0.0,1.0,4.0,1.0,2RQXRUsr4IW1f3mKyKsy4B,87.0
183.0,2RQXRUsr4IW1f3mKyKsy4B,268353.0,0.765,0.394,0.256,0.0,0.116,-10.944,0.036,94.367,0.215,0.0,1.0,4.0,1.0,2RQXRUsr4IW1f3mKyKsy4B,84.0
183.0,2RQXRUsr4IW1f3mKyKsy4B,268353.0,0.765,0.394,0.256,0.0,0.116,-10.944,0.036,94.367,0.215,0.0,1.0,4.0,1.0,2RQXRUsr4IW1f3mKyKsy4B,83.0
185.0,4obAvtejwiAj0YW3Q4CH1o,146866.0,0.972,0.406,0.103,0.9,0.112,-17.993,0.0408,67.543,0.182,2.0,1.0,4.0,1.0,4obAvtejwiAj0YW3Q4CH1o,45.0
146.0,3WGpXCj9YhhfX11TToZcXP,198448.0,0.219,0.773,0.679,0.00263,0.297,-6.51,0.0315,127.002,0.544,7.0,0.0,4.0,1.0,3WGpXCj9YhhfX11TToZcXP,79.0
146.0,3WGpXCj9YhhfX11TToZcXP,198448.0,0.219,0.773,0.679,0.00263,0.297,-6.51,0.0315,127.002,0.544,7.0,0.0,4.0,1.0,3WGpXCj9YhhfX11TToZcXP,78.0
146.0,3WGpXCj9YhhfX11TToZcXP,198448.0,0.219,0.773,0.679,0.00263,0.297,-6.51,0.0315,127.002,0.544,7.0,0.0,4.0,1.0,3WGpXCj9YhhfX11TToZcXP,74.0
185.0,3KIXk1rxDXMHyRgUvKplyx,179635.0,0.984,0.464,0.0644,0.913,0.112,-22.061,0.0408,67.627,0.269,0.0,1.0,3.0,1.0,3KIXk1rxDXMHyRgUvKplyx,47.0
185.0,62TYFSmuHJr3QblYwgJq76,128239.0,0.976,0.247,0.015,0.823,0.103,-22.966,0.0352,35.75,0.142,11.0,0.0,4.0,1.0,62TYFSmuHJr3QblYwgJq76,42.0
185.0,5y6jYkmnAqeXseHx3earZD,158729.0,0.971,0.576,0.142,0.908,0.0842,-18.616,0.0371,74.005,0.117,5.0,1.0,4.0,1.0,5y6jYkmnAqeXseHx3earZD,50.0
185.0,5y6jYkmnAqeXseHx3earZD,158729.0,0.971,0.576,0.142,0.908,0.0842,-18.616,0.0371,74.005,0.117,5.0,1.0,4.0,1.0,5y6jYkmnAqeXseHx3earZD,51.0
185.0,5y6jYkmnAqeXseHx3earZD,158729.0,0.971,0.576,0.142,0.908,0.0842,-18.616,0.0371,74.005,0.117,5.0,1.0,4.0,1.0,5y6jYkmnAqeXseHx3earZD,47.0
185.0,6zEIDev1R1S22evodGYe6K,140817.0,0.983,0.595,0.105,0.907,0.11,-19.977,0.0347,69.925,0.189,2.0,1.0,4.0,1.0,6zEIDev1R1S22evodGYe6K,41.0
185.0,20XycE4QYZIKItSVkGu0Gl,159500.0,0.989,0.352,0.153,0.931,0.142,-15.869,0.0389,71.719,0.191,4.0,1.0,1.0,1.0,20XycE4QYZIKItSVkGu0Gl,38.0
183.0,4GNC7GD6oZMSxPGyXy4MNB,203666.0,0.327,0.451,0.754,0.0,0.332,-3.749,0.0864,203.894,0.674,1.0,0.0,4.0,1.0,4GNC7GD6oZMSxPGyXy4MNB,81.0
183.0,4GNC7GD6oZMSxPGyXy4MNB,203666.0,0.327,0.451,0.754,0.0,0.332,-3.749,0.0864,203.894,0.674,1.0,0.0,4.0,1.0,4GNC7GD6oZMSxPGyXy4MNB,79.0
185.0,0RhOCgBChCEWoFoiyvlcYy,166599.0,0.922,0.413,0.0324,0.855,0.0946,-25.884,0.0273,74.943,0.0727,5.0,1.0,4.0,1.0,0RhOCgBChCEWoFoiyvlcYy,36.0
185.0,5UEm6zWB2OYaYE1y168uEV,205794.0,0.932,0.476,0.104,0.894,0.111,-20.96,0.0296,70.003,0.0386,11.0,0.0,4.0,1.0,5UEm6zWB2OYaYE1y168uEV,41.0
185.0,5hOW2X7ZiiV85jFgK4mLlo,154566.0,0.969,0.48,0.0569,0.87,0.111,-24.005,0.0352,60.004,0.224,7.0,1.0,4.0,1.0,5hOW2X7ZiiV85jFgK4mLlo,48.0
185.0,4obAvtejwiAj0YW3Q4CH1o,139418.0,0.987,0.376,0.0199,0.93,0.107,-19.075,0.0446,74.801,0.136,9.0,1.0,1.0,1.0,4obAvtejwiAj0YW3Q4CH1o,45.0
185.0,3ZfzatnOpZk7jV2TeN76if,168458.0,0.979,0.521,0.0506,0.872,0.114,-23.566,0.0377,93.017,0.0603,7.0,1.0,4.0,1.0,3ZfzatnOpZk7jV2TeN76if,47.0
185.0,7qmpXeNz2ojlMl2EEfkeLs,163025.0,0.352,0.768,0.714,0.0,0.15,-5.11,0.0401,131.443,0.842,10.0,1.0,4.0,1.0,7qmpXeNz2ojlMl2EEfkeLs,67.0
185.0,0rKBlryjOUk7Oy1v0RCG0o,160000.0,0.934,0.35,0.184,0.851,0.18,-22.945,0.0431,79.499,0.0812,8.0,0.0,4.0,1.0,0rKBlryjOUk7Oy1v0RCG0o,45.0
184.0,53XhwfbYqKCa1cC15pYq2q,165264.0,0.0206,0.773,0.742,0.0,0.0754,-3.678,0.046,114.071,0.571,5.0,0.0,4.0,1.0,53XhwfbYqKCa1cC15pYq2q,87.0
184.0,53XhwfbYqKCa1cC15pYq2q,165264.0,0.0206,0.773,0.742,0.0,0.0754,-3.678,0.046,114.071,0.571,5.0,0.0,4.0,1.0,53XhwfbYqKCa1cC15pYq2q,88.0
184.0,53XhwfbYqKCa1cC15pYq2q,165264.0,0.0206,0.773,0.742,0.0,0.0754,-3.678,0.046,114.071,0.571,5.0,0.0,4.0,1.0,53XhwfbYqKCa1cC15pYq2q,84.0
185.0,7yyohycQq12ZbZJZOISJ83,144460.0,0.981,0.597,0.111,0.926,0.112,-18.877,0.0314,140.026,0.237,1.0,1.0,3.0,1.0,7yyohycQq12ZbZJZOISJ83,42.0
185.0,7bQwDNMLfpbXVUyUxfN7XX,147585.0,0.908,0.449,0.152,0.78,0.109,-20.336,0.0309,69.088,0.176,5.0,1.0,4.0,1.0,7bQwDNMLfpbXVUyUxfN7XX,46.0
184.0,7wlFDEWiM5OoIAt8RSli8b,173419.0,0.0298,0.83,0.644,0.0,0.11,-5.431,0.407,155.103,0.227,10.0,0.0,4.0,1.0,7wlFDEWiM5OoIAt8RSli8b,82.0
184.0,7wlFDEWiM5OoIAt8RSli8b,173419.0,0.0298,0.83,0.644,0.0,0.11,-5.431,0.407,155.103,0.227,10.0,0.0,4.0,1.0,7wlFDEWiM5OoIAt8RSli8b,78.0
184.0,5cj0lLjcoR7YOSnhnX0Po5,231750.0,0.269,0.868,0.538,3.34e-06,0.0901,-8.603,0.174,99.968,0.732,5.0,1.0,4.0,1.0,5cj0lLjcoR7YOSnhnX0Po5,87.0
184.0,5cj0lLjcoR7YOSnhnX0Po5,231750.0,0.269,0.868,0.538,3.34e-06,0.0901,-8.603,0.174,99.968,0.732,5.0,1.0,4.0,1.0,5cj0lLjcoR7YOSnhnX0Po5,84.0
185.0,7Dm40AHxSfU0WJUnVMlsku,140524.0,0.911,0.452,0.0314,0.918,0.119,-23.602,0.0399,78.082,0.0507,11.0,0.0,4.0,1.0,7Dm40AHxSfU0WJUnVMlsku,37.0
185.0,5zmB7dGi1rKdsEYVxQvJpS,186009.0,0.944,0.46,0.188,0.817,0.108,-22.21,0.0333,74.04,0.075,1.0,0.0,4.0,1.0,5zmB7dGi1rKdsEYVxQvJpS,49.0
185.0,50yugGZM2qgXcIO7gHBYvF,152319.0,0.972,0.515,0.0683,0.877,0.085,-19.317,0.0312,78.037,0.144,4.0,0.0,4.0,1.0,50yugGZM2qgXcIO7gHBYvF,0.0
185.0,31pLNmCY9ScYFahS0Qa448,145004.0,0.901,0.494,0.173,0.863,0.111,-23.013,0.0342,72.981,0.157,0.0,0.0,4.0,1.0,31pLNmCY9ScYFahS0Qa448,44.0
185.0,5oqbogYQRxno77NT1FFrt5,171000.0,0.941,0.154,0.0153,0.867,0.0932,-30.112,0.0333,82.627,0.0394,9.0,1.0,4.0,1.0,5oqbogYQRxno77NT1FFrt5,43.0
185.0,5oqbogYQRxno77NT1FFrt5,171000.0,0.941,0.154,0.0153,0.867,0.0932,-30.112,0.0333,82.627,0.0394,9.0,1.0,4.0,1.0,5oqbogYQRxno77NT1FFrt5,42.0
185.0,4Fa4skLUM0AQbzqOqknYbS,156129.0,0.921,0.465,0.0375,0.853,0.096,-22.686,0.0352,85.019,0.0796,4.0,0.0,4.0,1.0,4Fa4skLUM0AQbzqOqknYbS,40.0
185.0,579775ikDoHL7F0HSFYK9l,124236.0,0.968,0.486,0.0482,0.741,0.119,-22.714,0.0356,72.004,0.127,0.0,0.0,4.0,1.0,579775ikDoHL7F0HSFYK9l,44.0
185.0,7qmOAgRUFZhLfwtyCGPKdo,188804.0,0.937,0.294,0.0893,0.875,0.111,-23.138,0.0377,60.951,0.125,0.0,1.0,4.0,1.0,7qmOAgRUFZhLfwtyCGPKdo,46.0
185.0,7EqcX6VMuJAQViJqJrL2yA,149972.0,0.978,0.388,0.0247,0.911,0.111,-22.376,0.042,78.486,0.336,7.0,1.0,3.0,1.0,7EqcX6VMuJAQViJqJrL2yA,46.0
185.0,0RwvR8waN1JIhu7xsJIZdR,163830.0,0.98,0.352,0.074,0.879,0.107,-23.149,0.0303,71.46,0.116,4.0,0.0,1.0,1.0,0RwvR8waN1JIhu7xsJIZdR,37.0
185.0,7EqcX6VMuJAQViJqJrL2yA,161103.0,0.982,0.442,0.115,0.92,0.111,-18.351,0.0387,116.889,0.194,11.0,0.0,4.0,1.0,7EqcX6VMuJAQViJqJrL2yA,46.0
185.0,58Hsg5UY4DmFIaVODTfVls,165723.0,0.946,0.646,0.153,0.821,0.207,-20.776,0.0362,92.699,0.124,5.0,1.0,4.0,1.0,58Hsg5UY4DmFIaVODTfVls,40.0
185.0,2VSHKHBTiXWplO8lxcnUC9,168601.0,0.299,0.695,0.54,0.0,0.367,-5.692,0.0493,121.932,0.415,4.0,1.0,4.0,1.0,2VSHKHBTiXWplO8lxcnUC9,63.0
185.0,2VSHKHBTiXWplO8lxcnUC9,168601.0,0.299,0.695,0.54,0.0,0.367,-5.692,0.0493,121.932,0.415,4.0,1.0,4.0,1.0,2VSHKHBTiXWplO8lxcnUC9,60.0
185.0,2VSHKHBTiXWplO8lxcnUC9,168601.0,0.299,0.695,0.54,0.0,0.367,-5.692,0.0493,121.932,0.415,4.0,1.0,4.0,1.0,2VSHKHBTiXWplO8lxcnUC9,59.0
185.0,0GM7qgcRCORpGnfcN2tCiB,232131.0,0.0125,0.782,0.787,5.97e-05,0.112,-2.533,0.0334,122.021,0.533,9.0,1.0,4.0,1.0,0GM7qgcRCORpGnfcN2tCiB,78.0
185.0,31pLNmCY9ScYFahS0Qa448,149707.0,0.933,0.496,0.103,0.893,0.111,-21.476,0.035,143.55,0.0696,5.0,0.0,3.0,1.0,31pLNmCY9ScYFahS0Qa448,44.0
185.0,6rT3tJQmePSMr68mPaqyyp,170574.0,0.881,0.564,0.102,0.816,0.116,-25.167,0.0302,73.977,0.0385,1.0,0.0,4.0,1.0,6rT3tJQmePSMr68mPaqyyp,47.0
185.0,0nACN1QCrIGr7S2ATgH5ja,144791.0,0.987,0.201,0.0207,0.887,0.11,-26.552,0.0428,54.24,0.0646,3.0,1.0,4.0,1.0,0nACN1QCrIGr7S2ATgH5ja,43.0
185.0,3OJ5pC5H7eYoyow4sXULSt,181309.0,0.993,0.306,0.0657,0.883,0.122,-19.777,0.0471,62.383,0.171,2.0,1.0,4.0,1.0,3OJ5pC5H7eYoyow4sXULSt,47.0
185.0,5q8Q9Fa2WPZVwj5VR6XYgp,192047.0,0.905,0.302,0.127,0.91,0.0965,-19.69,0.0386,109.262,0.137,9.0,0.0,4.0,1.0,5q8Q9Fa2WPZVwj5VR6XYgp,35.0
185.0,6ZuFc28ghG17tRPI8ZNpTF,148916.0,0.987,0.564,0.0463,0.912,0.111,-20.817,0.0288,69.01,0.13,10.0,1.0,4.0,1.0,6ZuFc28ghG17tRPI8ZNpTF,45.0
185.0,4WPCpYGEKs5yshn2wETIDB,159619.0,0.96,0.325,0.0557,0.886,0.111,-18.156,0.0518,180.297,0.133,7.0,1.0,4.0,1.0,4WPCpYGEKs5yshn2wETIDB,43.0
185.0,3KIXk1rxDXMHyRgUvKplyx,195270.0,0.982,0.496,0.0515,0.873,0.11,-19.887,0.0388,71.538,0.205,2.0,1.0,5.0,1.0,3KIXk1rxDXMHyRgUvKplyx,47.0
185.0,6uKnnABqlxCnC40GjvgkP1,161982.0,0.95,0.501,0.0896,0.926,0.157,-19.786,0.0437,52.219,0.176,10.0,1.0,4.0,1.0,6uKnnABqlxCnC40GjvgkP1,39.0
185.0,48ZAcUtJjaZZ0OZstH5X4v,155067.0,0.96,0.306,0.0679,0.858,0.102,-20.959,0.0369,147.561,0.0725,4.0,1.0,4.0,1.0,48ZAcUtJjaZZ0OZstH5X4v,40.0
185.0,711bortWZ3DDA6ejcpRJP8,143809.0,0.992,0.563,0.141,0.912,0.0942,-21.207,0.034,138.048,0.232,9.0,1.0,4.0,1.0,711bortWZ3DDA6ejcpRJP8,41.0
185.0,5zmB7dGi1rKdsEYVxQvJpS,151916.0,0.981,0.577,0.0721,0.898,0.111,-22.973,0.0317,73.998,0.242,2.0,1.0,4.0,1.0,5zmB7dGi1rKdsEYVxQvJpS,49.0
185.0,30A8LRNZBq4B0GmcpvK0Cc,141692.0,0.986,0.599,0.105,0.876,0.111,-18.588,0.0325,72.16,0.185,11.0,0.0,4.0,1.0,30A8LRNZBq4B0GmcpvK0Cc,44.0
185.0,28COj84KB3mitRVXZkNW4N,172000.0,0.91,0.269,0.0187,0.964,0.0975,-27.216,0.0421,119.642,0.0373,9.0,0.0,4.0,1.0,28COj84KB3mitRVXZkNW4N,40.0
185.0,1pTns3zLC3U3F8LjY4y5rO,132552.0,0.883,0.421,0.127,0.881,0.111,-21.31,0.0343,74.87,0.108,4.0,0.0,3.0,1.0,1pTns3zLC3U3F8LjY4y5rO,0.0
185.0,6uKnnABqlxCnC40GjvgkP1,147638.0,0.947,0.573,0.151,0.91,0.107,-18.442,0.0336,74.054,0.16,7.0,1.0,4.0,1.0,6uKnnABqlxCnC40GjvgkP1,39.0
185.0,4WPCpYGEKs5yshn2wETIDB,178300.0,0.895,0.587,0.101,0.915,0.111,-19.363,0.035,74.047,0.167,6.0,0.0,4.0,1.0,4WPCpYGEKs5yshn2wETIDB,43.0
184.0,0ErzCpIMyLcjPiwT4elrtZ,142968.0,0.00484,0.815,0.733,0.0,0.0659,-3.811,0.214,145.01,0.557,0.0,1.0,4.0,1.0,0ErzCpIMyLcjPiwT4elrtZ,79.0
184.0,0ErzCpIMyLcjPiwT4elrtZ,142968.0,0.00484,0.815,0.733,0.0,0.0659,-3.811,0.214,145.01,0.557,0.0,1.0,4.0,1.0,0ErzCpIMyLcjPiwT4elrtZ,75.0
185.0,5cj0lLjcoR7YOSnhnX0Po5,265360.0,0.183,0.755,0.687,0.000177,0.125,-6.247,0.101,123.01,0.381,8.0,0.0,4.0,1.0,5cj0lLjcoR7YOSnhnX0Po5,87.0
185.0,5cj0lLjcoR7YOSnhnX0Po5,265360.0,0.183,0.755,0.687,0.000177,0.125,-6.247,0.101,123.01,0.381,8.0,0.0,4.0,1.0,5cj0lLjcoR7YOSnhnX0Po5,84.0
185.0,3kirwFrwVQbUKCIHGLZQpl,157680.0,0.836,0.653,0.134,0.876,0.0908,-19.707,0.062,120.033,0.0937,4.0,1.0,4.0,1.0,3kirwFrwVQbUKCIHGLZQpl,36.0
185.0,5UEm6zWB2OYaYE1y168uEV,150717.0,0.898,0.599,0.209,0.843,0.112,-19.438,0.0374,139.926,0.125,1.0,1.0,4.0,1.0,5UEm6zWB2OYaYE1y168uEV,41.0
185.0,0ONdCbjGiaB27gxgkVIXOA,158570.0,0.904,0.518,0.0552,0.878,0.111,-23.301,0.0329,72.021,0.293,7.0,1.0,3.0,1.0,0ONdCbjGiaB27gxgkVIXOA,41.0
185.0,6rRi2CL7CAJPlreLloPwxY,209090.0,0.913,0.542,0.246,0.892,0.118,-11.539,0.0309,132.109,0.13,2.0,1.0,4.0,1.0,6rRi2CL7CAJPlreLloPwxY,42.0
185.0,4NkftNKnmddqOOVCrSvOOa,156066.0,0.981,0.587,0.0614,0.894,0.112,-22.387,0.0484,75.041,0.399,9.0,0.0,4.0,1.0,4NkftNKnmddqOOVCrSvOOa,52.0
185.0,4NkftNKnmddqOOVCrSvOOa,156066.0,0.981,0.587,0.0614,0.894,0.112,-22.387,0.0484,75.041,0.399,9.0,0.0,4.0,1.0,4NkftNKnmddqOOVCrSvOOa,49.0
185.0,61BZeS03ZCGHVYi8gq523e,193416.0,0.939,0.476,0.064,0.872,0.109,-17.377,0.0411,73.825,0.146,11.0,0.0,4.0,1.0,61BZeS03ZCGHVYi8gq523e,45.0
185.0,1s2VXzYMLAHNVLNohNAmQy,132500.0,0.859,0.621,0.136,0.906,0.111,-26.077,0.0396,140.068,0.131,9.0,0.0,4.0,1.0,1s2VXzYMLAHNVLNohNAmQy,41.0
185.0,7hr9W3IjXcm3UlLY7guLk5,187263.0,0.0676,0.614,0.493,0.0,0.113,-5.356,0.0314,94.784,0.176,0.0,1.0,3.0,1.0,7hr9W3IjXcm3UlLY7guLk5,69.0
185.0,7hr9W3IjXcm3UlLY7guLk5,187263.0,0.0676,0.614,0.493,0.0,0.113,-5.356,0.0314,94.784,0.176,0.0,1.0,3.0,1.0,7hr9W3IjXcm3UlLY7guLk5,70.0
185.0,7hr9W3IjXcm3UlLY7guLk5,187263.0,0.0676,0.614,0.493,0.0,0.113,-5.356,0.0314,94.784,0.176,0.0,1.0,3.0,1.0,7hr9W3IjXcm3UlLY7guLk5,67.0
185.0,4KWsYCRBojWuRg9TWP7Vqu,135700.0,0.95,0.605,0.055,0.907,0.113,-22.641,0.0313,74.966,0.139,10.0,0.0,4.0,1.0,4KWsYCRBojWuRg9TWP7Vqu,37.0
