markets,artists,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,ids,popularity
179.0,1HY2Jd0NmPuamShAr6KMms,210200.0,0.299,0.549,0.502,0.0,0.764,-5.972,0.0405,129.842,0.291,0.0,1.0,4.0,1.0,1HY2Jd0NmPuamShAr6KMms,83.0
179.0,1HY2Jd0NmPuamShAr6KMms,210200.0,0.299,0.549,0.502,0.0,0.764,-5.972,0.0405,129.842,0.291,0.0,1.0,4.0,1.0,1HY2Jd0NmPuamShAr6KMms,81.0
185.0,3PO1jRVb0lsv2140VTXOQo,149447.0,0.0539,0.69,0.761,0.0,0.0534,-4.254,0.0394,144.027,0.486,7.0,1.0,4.0,1.0,3PO1jRVb0lsv2140VTXOQo,53.0
185.0,3PO1jRVb0lsv2140VTXOQo,149447.0,0.0539,0.69,0.761,0.0,0.0534,-4.254,0.0394,144.027,0.486,7.0,1.0,4.0,1.0,3PO1jRVb0lsv2140VTXOQo,51.0
185.0,3PO1jRVb0lsv2140VTXOQo,149447.0,0.0539,0.69,0.761,0.0,0.0534,-4.254,0.0394,144.027,0.486,7.0,1.0,4.0,1.0,3PO1jRVb0lsv2140VTXOQo,50.0
185.0,7FgMLbnZVrEnir95O0YujA,244600.0,0.544,0.643,0.569,2.17e-05,0.178,-7.459,0.0276,120.507,0.275,7.0,1.0,4.0,1.0,7FgMLbnZVrEnir95O0YujA,54.0
181.0,5WUlDfRSoLAfcVSX1WnrxN,252320.0,0.549,0.342,0.396,0.0,0.0708,-6.673,0.0327,136.19,0.109,4.0,1.0,4.0,1.0,5WUlDfRSoLAfcVSX1WnrxN,84.0
181.0,5WUlDfRSoLAfcVSX1WnrxN,252320.0,0.549,0.342,0.396,0.0,0.0708,-6.673,0.0327,136.19,0.109,4.0,1.0,4.0,1.0,5WUlDfRSoLAfcVSX1WnrxN,83.0
181.0,5WUlDfRSoLAfcVSX1WnrxN,252320.0,0.549,0.342,0.396,0.0,0.0708,-6.673,0.0327,136.19,0.109,4.0,1.0,4.0,1.0,5WUlDfRSoLAfcVSX1WnrxN,82.0
181.0,5WUlDfRSoLAfcVSX1WnrxN,252320.0,0.549,0.342,0.396,0.0,0.0708,-6.673,0.0327,136.19,0.109,4.0,1.0,4.0,1.0,5WUlDfRSoLAfcVSX1WnrxN,81.0
185.0,6Rw7DRa1dzChBvxGPCpOxU,159133.0,0.047,0.753,0.858,0.0,0.146,-3.532,0.0373,98.001,0.825,7.0,1.0,4.0,1.0,6Rw7DRa1dzChBvxGPCpOxU,54.0
183.0,0aRXmCsqGxwpaBqY7WQOsN,107460.0,0.28,0.672,0.758,0.0,0.094,-4.397,0.0407,159.861,0.773,6.0,0.0,4.0,1.0,0aRXmCsqGxwpaBqY7WQOsN,52.0
183.0,0aRXmCsqGxwpaBqY7WQOsN,107460.0,0.28,0.672,0.758,0.0,0.094,-4.397,0.0407,159.861,0.773,6.0,0.0,4.0,1.0,0aRXmCsqGxwpaBqY7WQOsN,50.0
183.0,0aRXmCsqGxwpaBqY7WQOsN,107460.0,0.28,0.672,0.758,0.0,0.094,-4.397,0.0407,159.861,0.773,6.0,0.0,4.0,1.0,0aRXmCsqGxwpaBqY7WQOsN,49.0
23.0,4dpARuHxo51G3z768sgnrY,250000.0,0.95,0.353,0.446,1.35e-05,0.132,-6.044,0.0285,155.476,0.211,0.0,0.0,4.0,1.0,4dpARuHxo51G3z768sgnrY,85.0
23.0,4dpARuHxo51G3z768sgnrY,250000.0,0.95,0.353,0.446,1.35e-05,0.132,-6.044,0.0285,155.476,0.211,0.0,0.0,4.0,1.0,4dpARuHxo51G3z768sgnrY,82.0
23.0,4dpARuHxo51G3z768sgnrY,250000.0,0.95,0.353,0.446,1.35e-05,0.132,-6.044,0.0285,155.476,0.211,0.0,0.0,4.0,1.0,4dpARuHxo51G3z768sgnrY,81.0
184.0,1QRj3hoop9Mv5VvHQkwPEp,175466.0,0.656,0.407,0.416,0.0,0.0981,-8.915,0.174,176.947,0.246,6.0,0.0,4.0,1.0,1QRj3hoop9Mv5VvHQkwPEp,64.0
184.0,1QRj3hoop9Mv5VvHQkwPEp,175466.0,0.656,0.407,0.416,0.0,0.0981,-8.915,0.174,176.947,0.246,6.0,0.0,4.0,1.0,1QRj3hoop9Mv5VvHQkwPEp,62.0
184.0,1QRj3hoop9Mv5VvHQkwPEp,175466.0,0.656,0.407,0.416,0.0,0.0981,-8.915,0.174,176.947,0.246,6.0,0.0,4.0,1.0,1QRj3hoop9Mv5VvHQkwPEp,61.0
0.0,4TPT9nwjRvEV49q7f8p4fy,171080.0,0.413,0.667,0.671,0.0,0.0809,-4.2,0.0496,83.962,0.695,1.0,0.0,4.0,1.0,4TPT9nwjRvEV49q7f8p4fy,59.0
0.0,4TPT9nwjRvEV49q7f8p4fy,171080.0,0.413,0.667,0.671,0.0,0.0809,-4.2,0.0496,83.962,0.695,1.0,0.0,4.0,1.0,4TPT9nwjRvEV49q7f8p4fy,57.0
0.0,4TPT9nwjRvEV49q7f8p4fy,171080.0,0.413,0.667,0.671,0.0,0.0809,-4.2,0.0496,83.962,0.695,1.0,0.0,4.0,1.0,4TPT9nwjRvEV49q7f8p4fy,55.0
185.0,3oSJ7TBVCWMDMiYjXNiCKE,163600.0,0.00281,0.529,0.866,0.00526,0.0287,-5.816,0.0452,116.004,0.55,3.0,0.0,4.0,1.0,3oSJ7TBVCWMDMiYjXNiCKE,74.0
185.0,3oSJ7TBVCWMDMiYjXNiCKE,163600.0,0.00281,0.529,0.866,0.00526,0.0287,-5.816,0.0452,116.004,0.55,3.0,0.0,4.0,1.0,3oSJ7TBVCWMDMiYjXNiCKE,72.0
185.0,3oSJ7TBVCWMDMiYjXNiCKE,163600.0,0.00281,0.529,0.866,0.00526,0.0287,-5.816,0.0452,116.004,0.55,3.0,0.0,4.0,1.0,3oSJ7TBVCWMDMiYjXNiCKE,71.0
185.0,3oSJ7TBVCWMDMiYjXNiCKE,163600.0,0.00281,0.529,0.866,0.00526,0.0287,-5.816,0.0452,116.004,0.55,3.0,0.0,4.0,1.0,3oSJ7TBVCWMDMiYjXNiCKE,70.0
165.0,2PfBzriIMRsCXPDtSy9vg8,251586.0,0.88,0.367,0.156,0.0,0.0972,-10.052,0.0314,73.138,0.44,9.0,0.0,4.0,1.0,2PfBzriIMRsCXPDtSy9vg8,52.0
23.0,32ogthv0BdaSMPml02X9YB,370666.0,0.885,0.264,0.128,0.352,0.105,-15.443,0.034,148.499,0.0774,9.0,1.0,4.0,1.0,32ogthv0BdaSMPml02X9YB,62.0
166.0,66CXWjxzNUsdJxJ2JdwvnR,168520.0,0.88,0.462,0.265,0.0,0.131,-5.307,0.0294,106.357,0.419,11.0,1.0,3.0,1.0,66CXWjxzNUsdJxJ2JdwvnR,95.0
166.0,66CXWjxzNUsdJxJ2JdwvnR,168520.0,0.88,0.462,0.265,0.0,0.131,-5.307,0.0294,106.357,0.419,11.0,1.0,3.0,1.0,66CXWjxzNUsdJxJ2JdwvnR,94.0
166.0,66CXWjxzNUsdJxJ2JdwvnR,168520.0,0.88,0.462,0.265,0.0,0.131,-5.307,0.0294,106.357,0.419,11.0,1.0,3.0,1.0,66CXWjxzNUsdJxJ2JdwvnR,92.0
166.0,66CXWjxzNUsdJxJ2JdwvnR,168520.0,0.88,0.462,0.265,0.0,0.131,-5.307,0.0294,106.357,0.419,11.0,1.0,3.0,1.0,66CXWjxzNUsdJxJ2JdwvnR,90.0
183.0,5WUlDfRSoLAfcVSX1WnrxN,250133.0,0.903,0.44,0.306,0.0,0.0888,-5.403,0.0377,71.021,0.25,9.0,1.0,4.0,1.0,5WUlDfRSoLAfcVSX1WnrxN,84.0
183.0,5WUlDfRSoLAfcVSX1WnrxN,250133.0,0.903,0.44,0.306,0.0,0.0888,-5.403,0.0377,71.021,0.25,9.0,1.0,4.0,1.0,5WUlDfRSoLAfcVSX1WnrxN,83.0
183.0,5WUlDfRSoLAfcVSX1WnrxN,250133.0,0.903,0.44,0.306,0.0,0.0888,-5.403,0.0377,71.021,0.25,9.0,1.0,4.0,1.0,5WUlDfRSoLAfcVSX1WnrxN,82.0
183.0,5WUlDfRSoLAfcVSX1WnrxN,250133.0,0.903,0.44,0.306,0.0,0.0888,-5.403,0.0377,71.021,0.25,9.0,1.0,4.0,1.0,5WUlDfRSoLAfcVSX1WnrxN,81.0
184.0,2TL8gYTNgD6nXkyuUdDrMg,232338.0,0.958,0.398,0.174,4.16e-06,0.158,-11.16,0.0364,172.152,0.153,0.0,1.0,3.0,1.0,2TL8gYTNgD6nXkyuUdDrMg,65.0
184.0,2TL8gYTNgD6nXkyuUdDrMg,232338.0,0.958,0.398,0.174,4.16e-06,0.158,-11.16,0.0364,172.152,0.153,0.0,1.0,3.0,1.0,2TL8gYTNgD6nXkyuUdDrMg,63.0
185.0,1hmTCch4tWOJmdqkf8nSRA,163663.0,0.0636,0.745,0.608,0.0,0.195,-5.888,0.0437,140.056,0.523,9.0,0.0,4.0,1.0,1hmTCch4tWOJmdqkf8nSRA,61.0
0.0,23Pb3oXBOQj9WEziS6laUW,143787.0,0.00395,0.834,0.651,5.18e-06,0.139,-5.844,0.0618,121.984,0.8,11.0,0.0,4.0,1.0,23Pb3oXBOQj9WEziS6laUW,55.0
185.0,26dSoYclwsYLMAKD3tpOr4,230306.0,0.966,0.398,0.284,8.57e-05,0.116,-12.852,0.0337,109.599,0.114,3.0,1.0,4.0,1.0,26dSoYclwsYLMAKD3tpOr4,81.0
185.0,26dSoYclwsYLMAKD3tpOr4,230306.0,0.966,0.398,0.284,8.57e-05,0.116,-12.852,0.0337,109.599,0.114,3.0,1.0,4.0,1.0,26dSoYclwsYLMAKD3tpOr4,79.0
185.0,26dSoYclwsYLMAKD3tpOr4,230306.0,0.966,0.398,0.284,8.57e-05,0.116,-12.852,0.0337,109.599,0.114,3.0,1.0,4.0,1.0,26dSoYclwsYLMAKD3tpOr4,77.0
184.0,2HcwFjNelS49kFbfvMxQYw,265000.0,0.156,0.429,0.594,4.95e-06,0.1,-6.251,0.0277,150.22,0.236,4.0,1.0,4.0,1.0,2HcwFjNelS49kFbfvMxQYw,69.0
185.0,3mJzTRR6NlyNWYkZ946WgC,179720.0,0.0344,0.641,0.704,1.76e-06,0.0924,-6.566,0.111,83.014,0.403,9.0,1.0,4.0,1.0,3mJzTRR6NlyNWYkZ946WgC,55.0
185.0,3mJzTRR6NlyNWYkZ946WgC,179720.0,0.0344,0.641,0.704,1.76e-06,0.0924,-6.566,0.111,83.014,0.403,9.0,1.0,4.0,1.0,3mJzTRR6NlyNWYkZ946WgC,53.0
0.0,7kplJl06UmldxLKseURAYi,157991.0,0.153,0.78,0.682,0.0,0.169,-5.869,0.0341,120.083,0.609,10.0,0.0,4.0,1.0,7kplJl06UmldxLKseURAYi,70.0
0.0,7kplJl06UmldxLKseURAYi,157991.0,0.153,0.78,0.682,0.0,0.169,-5.869,0.0341,120.083,0.609,10.0,0.0,4.0,1.0,7kplJl06UmldxLKseURAYi,68.0
0.0,7kplJl06UmldxLKseURAYi,157991.0,0.153,0.78,0.682,0.0,0.169,-5.869,0.0341,120.083,0.609,10.0,0.0,4.0,1.0,7kplJl06UmldxLKseURAYi,67.0
185.0,0S7eN9KAsbAaIZtFyCn1q1,132000.0,0.107,0.628,0.641,0.0,0.0931,-6.431,0.0558,159.912,0.524,6.0,0.0,4.0,1.0,0S7eN9KAsbAaIZtFyCn1q1,57.0
185.0,3BmGtnKgCSGYIUhmivXKWX,219493.0,0.254,0.583,0.584,0.0,0.123,-5.362,0.0314,140.039,0.136,5.0,0.0,4.0,1.0,3BmGtnKgCSGYIUhmivXKWX,73.0
185.0,3BmGtnKgCSGYIUhmivXKWX,219493.0,0.254,0.583,0.584,0.0,0.123,-5.362,0.0314,140.039,0.136,5.0,0.0,4.0,1.0,3BmGtnKgCSGYIUhmivXKWX,74.0
185.0,3BmGtnKgCSGYIUhmivXKWX,219493.0,0.254,0.583,0.584,0.0,0.123,-5.362,0.0314,140.039,0.136,5.0,0.0,4.0,1.0,3BmGtnKgCSGYIUhmivXKWX,72.0
185.0,3BmGtnKgCSGYIUhmivXKWX,219493.0,0.254,0.583,0.584,0.0,0.123,-5.362,0.0314,140.039,0.136,5.0,0.0,4.0,1.0,3BmGtnKgCSGYIUhmivXKWX,70.0
184.0,1Hsdzj7Dlq2I7tHP7501T4,224585.0,0.671,0.588,0.471,0.0,0.105,-4.908,0.0262,95.973,0.262,10.0,1.0,4.0,1.0,1Hsdzj7Dlq2I7tHP7501T4,77.0
184.0,1Hsdzj7Dlq2I7tHP7501T4,224585.0,0.671,0.588,0.471,0.0,0.105,-4.908,0.0262,95.973,0.262,10.0,1.0,4.0,1.0,1Hsdzj7Dlq2I7tHP7501T4,74.0
184.0,1Hsdzj7Dlq2I7tHP7501T4,224585.0,0.671,0.588,0.471,0.0,0.105,-4.908,0.0262,95.973,0.262,10.0,1.0,4.0,1.0,1Hsdzj7Dlq2I7tHP7501T4,73.0
184.0,1Hsdzj7Dlq2I7tHP7501T4,224585.0,0.671,0.588,0.471,0.0,0.105,-4.908,0.0262,95.973,0.262,10.0,1.0,4.0,1.0,1Hsdzj7Dlq2I7tHP7501T4,72.0
185.0,7pEVNuJRlpDXlsrcq32yHp,140799.0,0.181,0.612,0.764,0.0,0.14,-3.004,0.0353,149.946,0.503,5.0,0.0,4.0,1.0,7pEVNuJRlpDXlsrcq32yHp,58.0
0.0,33qOK5uJ8AR2xuQQAhHump,206426.0,0.842,0.61,0.27,0.0,0.0924,-5.426,0.0378,160.017,0.307,9.0,1.0,3.0,1.0,33qOK5uJ8AR2xuQQAhHump,82.0
0.0,33qOK5uJ8AR2xuQQAhHump,206426.0,0.842,0.61,0.27,0.0,0.0924,-5.426,0.0378,160.017,0.307,9.0,1.0,3.0,1.0,33qOK5uJ8AR2xuQQAhHump,83.0
0.0,33qOK5uJ8AR2xuQQAhHump,206426.0,0.842,0.61,0.27,0.0,0.0924,-5.426,0.0378,160.017,0.307,9.0,1.0,3.0,1.0,33qOK5uJ8AR2xuQQAhHump,81.0
0.0,33qOK5uJ8AR2xuQQAhHump,206426.0,0.842,0.61,0.27,0.0,0.0924,-5.426,0.0378,160.017,0.307,9.0,1.0,3.0,1.0,33qOK5uJ8AR2xuQQAhHump,80.0
0.0,33qOK5uJ8AR2xuQQAhHump,206426.0,0.842,0.61,0.27,0.0,0.0924,-5.426,0.0378,160.017,0.307,9.0,1.0,3.0,1.0,33qOK5uJ8AR2xuQQAhHump,79.0
185.0,6rcE30MaP92XafelMNZ2Sq,187258.0,0.00622,0.481,0.848,0.0,0.108,-5.466,0.0573,123.887,0.204,1.0,1.0,4.0,1.0,6rcE30MaP92XafelMNZ2Sq,54.0
185.0,6rcE30MaP92XafelMNZ2Sq,187258.0,0.00622,0.481,0.848,0.0,0.108,-5.466,0.0573,123.887,0.204,1.0,1.0,4.0,1.0,6rcE30MaP92XafelMNZ2Sq,52.0
180.0,5nGIFgo0shDenQYSE0Sn7c,262533.0,0.863,0.19,0.265,0.0,0.134,-9.206,0.0356,79.012,0.101,9.0,1.0,4.0,1.0,5nGIFgo0shDenQYSE0Sn7c,73.0
180.0,5nGIFgo0shDenQYSE0Sn7c,262533.0,0.863,0.19,0.265,0.0,0.134,-9.206,0.0356,79.012,0.101,9.0,1.0,4.0,1.0,5nGIFgo0shDenQYSE0Sn7c,71.0
185.0,2Sqr0DXoaYABbjBo9HaMkM,250266.0,0.381,0.397,0.303,0.0,0.101,-7.508,0.0435,81.05,0.172,5.0,1.0,4.0,1.0,2Sqr0DXoaYABbjBo9HaMkM,65.0
185.0,2Sqr0DXoaYABbjBo9HaMkM,250266.0,0.381,0.397,0.303,0.0,0.101,-7.508,0.0435,81.05,0.172,5.0,1.0,4.0,1.0,2Sqr0DXoaYABbjBo9HaMkM,63.0
185.0,2Sqr0DXoaYABbjBo9HaMkM,250266.0,0.381,0.397,0.303,0.0,0.101,-7.508,0.0435,81.05,0.172,5.0,1.0,4.0,1.0,2Sqr0DXoaYABbjBo9HaMkM,62.0
185.0,5OCZWZ399lBKgxBxE8cjRM,195328.0,0.0156,0.757,0.666,0.0,0.388,-4.566,0.0256,97.997,0.474,5.0,0.0,4.0,1.0,5OCZWZ399lBKgxBxE8cjRM,62.0
185.0,5OCZWZ399lBKgxBxE8cjRM,195328.0,0.0156,0.757,0.666,0.0,0.388,-4.566,0.0256,97.997,0.474,5.0,0.0,4.0,1.0,5OCZWZ399lBKgxBxE8cjRM,61.0
185.0,4TPT9nwjRvEV49q7f8p4fy,213066.0,0.0969,0.538,0.832,0.0,0.144,-5.24,0.0549,106.077,0.191,4.0,1.0,4.0,1.0,4TPT9nwjRvEV49q7f8p4fy,59.0
185.0,4TPT9nwjRvEV49q7f8p4fy,213066.0,0.0969,0.538,0.832,0.0,0.144,-5.24,0.0549,106.077,0.191,4.0,1.0,4.0,1.0,4TPT9nwjRvEV49q7f8p4fy,57.0
185.0,4TPT9nwjRvEV49q7f8p4fy,213066.0,0.0969,0.538,0.832,0.0,0.144,-5.24,0.0549,106.077,0.191,4.0,1.0,4.0,1.0,4TPT9nwjRvEV49q7f8p4fy,55.0
183.0,1McMsnEElThX1knmY4oliG,231907.0,0.844,0.48,0.24,0.0,0.099,-8.146,0.0323,80.686,0.152,7.0,1.0,4.0,1.0,1McMsnEElThX1knmY4oliG,90.0
183.0,1McMsnEElThX1knmY4oliG,231907.0,0.844,0.48,0.24,0.0,0.099,-8.146,0.0323,80.686,0.152,7.0,1.0,4.0,1.0,1McMsnEElThX1knmY4oliG,88.0
183.0,1McMsnEElThX1knmY4oliG,231907.0,0.844,0.48,0.24,0.0,0.099,-8.146,0.0323,80.686,0.152,7.0,1.0,4.0,1.0,1McMsnEElThX1knmY4oliG,87.0
183.0,1McMsnEElThX1knmY4oliG,231907.0,0.844,0.48,0.24,0.0,0.099,-8.146,0.0323,80.686,0.152,7.0,1.0,4.0,1.0,1McMsnEElThX1knmY4oliG,86.0
185.0,4X5CTYQmx1NNyz9S1IpNko,193702.0,0.16,0.547,0.743,2.2e-05,0.157,-4.997,0.0454,120.117,0.311,1.0,0.0,4.0,1.0,4X5CTYQmx1NNyz9S1IpNko,44.0
185.0,4X5CTYQmx1NNyz9S1IpNko,193702.0,0.16,0.547,0.743,2.2e-05,0.157,-4.997,0.0454,120.117,0.311,1.0,0.0,4.0,1.0,4X5CTYQmx1NNyz9S1IpNko,42.0
185.0,2jHp7gQArCQrlMvdrIVFCg,199131.0,0.949,0.703,0.179,0.0,0.102,-10.906,0.0366,97.427,0.346,4.0,1.0,3.0,1.0,2jHp7gQArCQrlMvdrIVFCg,62.0
183.0,23Pb3oXBOQj9WEziS6laUW,183315.0,0.00763,0.729,0.622,0.000613,0.115,-6.701,0.0259,103.018,0.446,10.0,1.0,4.0,1.0,23Pb3oXBOQj9WEziS6laUW,55.0
185.0,4dpARuHxo51G3z768sgnrY,376169.0,0.697,0.437,0.565,0.0,0.119,-5.596,0.0466,115.389,0.306,10.0,1.0,4.0,1.0,4dpARuHxo51G3z768sgnrY,85.0
185.0,4dpARuHxo51G3z768sgnrY,376169.0,0.697,0.437,0.565,0.0,0.119,-5.596,0.0466,115.389,0.306,10.0,1.0,4.0,1.0,4dpARuHxo51G3z768sgnrY,82.0
185.0,4dpARuHxo51G3z768sgnrY,376169.0,0.697,0.437,0.565,0.0,0.119,-5.596,0.0466,115.389,0.306,10.0,1.0,4.0,1.0,4dpARuHxo51G3z768sgnrY,81.0
179.0,163tK9Wjr9P9DmM0AVK7lm,171727.0,0.92,0.587,0.229,0.0,0.1,-11.254,0.128,75.67,0.379,10.0,0.0,4.0,1.0,163tK9Wjr9P9DmM0AVK7lm,76.0
179.0,163tK9Wjr9P9DmM0AVK7lm,171727.0,0.92,0.587,0.229,0.0,0.1,-11.254,0.128,75.67,0.379,10.0,0.0,4.0,1.0,163tK9Wjr9P9DmM0AVK7lm,74.0
185.0,4gzpq5DPGxSnKTe4SA8HAU,307879.0,0.599,0.577,0.749,0.0115,0.183,-7.215,0.0279,130.97,0.255,5.0,0.0,4.0,1.0,4gzpq5DPGxSnKTe4SA8HAU,88.0
185.0,4gzpq5DPGxSnKTe4SA8HAU,307879.0,0.599,0.577,0.749,0.0115,0.183,-7.215,0.0279,130.97,0.255,5.0,0.0,4.0,1.0,4gzpq5DPGxSnKTe4SA8HAU,86.0
185.0,4gzpq5DPGxSnKTe4SA8HAU,307879.0,0.599,0.577,0.749,0.0115,0.183,-7.215,0.0279,130.97,0.255,5.0,0.0,4.0,1.0,4gzpq5DPGxSnKTe4SA8HAU,85.0
185.0,4gzpq5DPGxSnKTe4SA8HAU,307879.0,0.599,0.577,0.749,0.0115,0.183,-7.215,0.0279,130.97,0.255,5.0,0.0,4.0,1.0,4gzpq5DPGxSnKTe4SA8HAU,84.0
185.0,3RqBeV12Tt7A8xH3zBDDUF,183080.0,0.706,0.499,0.447,0.0,0.0868,-5.083,0.0367,75.068,0.53,5.0,1.0,4.0,1.0,3RqBeV12Tt7A8xH3zBDDUF,68.0
185.0,3RqBeV12Tt7A8xH3zBDDUF,183080.0,0.706,0.499,0.447,0.0,0.0868,-5.083,0.0367,75.068,0.53,5.0,1.0,4.0,1.0,3RqBeV12Tt7A8xH3zBDDUF,67.0
185.0,3RqBeV12Tt7A8xH3zBDDUF,183080.0,0.706,0.499,0.447,0.0,0.0868,-5.083,0.0367,75.068,0.53,5.0,1.0,4.0,1.0,3RqBeV12Tt7A8xH3zBDDUF,64.0
0.0,2uEreYoQc89UcxvADYQY2u,183342.0,0.00473,0.668,0.859,1.47e-06,0.0954,-4.524,0.0289,130.037,0.805,6.0,1.0,5.0,1.0,2uEreYoQc89UcxvADYQY2u,30.0
184.0,49HlOY4gkHqsYG9GCuhkcc,255986.0,0.934,0.286,0.0847,6.94e-06,0.121,-9.883,0.0397,70.743,0.112,2.0,1.0,4.0,1.0,49HlOY4gkHqsYG9GCuhkcc,60.0
184.0,49HlOY4gkHqsYG9GCuhkcc,255986.0,0.934,0.286,0.0847,6.94e-06,0.121,-9.883,0.0397,70.743,0.112,2.0,1.0,4.0,1.0,49HlOY4gkHqsYG9GCuhkcc,58.0
184.0,49HlOY4gkHqsYG9GCuhkcc,255986.0,0.934,0.286,0.0847,6.94e-06,0.121,-9.883,0.0397,70.743,0.112,2.0,1.0,4.0,1.0,49HlOY4gkHqsYG9GCuhkcc,57.0
185.0,7DMveApC7UnC2NPfPvlHSU,180959.0,0.103,0.52,0.787,0.0,0.305,-4.768,0.0536,170.059,0.573,8.0,1.0,4.0,1.0,7DMveApC7UnC2NPfPvlHSU,66.0
185.0,7DMveApC7UnC2NPfPvlHSU,180959.0,0.103,0.52,0.787,0.0,0.305,-4.768,0.0536,170.059,0.573,8.0,1.0,4.0,1.0,7DMveApC7UnC2NPfPvlHSU,64.0
179.0,1HY2Jd0NmPuamShAr6KMms,191280.0,0.868,0.558,0.279,1.25e-05,0.0978,-7.757,0.0373,102.731,0.262,6.0,1.0,4.0,1.0,1HY2Jd0NmPuamShAr6KMms,85.0
179.0,1HY2Jd0NmPuamShAr6KMms,191280.0,0.868,0.558,0.279,1.25e-05,0.0978,-7.757,0.0373,102.731,0.262,6.0,1.0,4.0,1.0,1HY2Jd0NmPuamShAr6KMms,83.0
179.0,1HY2Jd0NmPuamShAr6KMms,191280.0,0.868,0.558,0.279,1.25e-05,0.0978,-7.757,0.0373,102.731,0.262,6.0,1.0,4.0,1.0,1HY2Jd0NmPuamShAr6KMms,81.0
185.0,5tIkXJTex4JY7cv9mmgAZx,239362.0,0.924,0.335,0.251,0.0,0.111,-6.225,0.0317,153.298,0.0863,2.0,1.0,3.0,1.0,5tIkXJTex4JY7cv9mmgAZx,60.0
185.0,3DiDSECUqqY1AuBP8qtaIa,216480.0,0.74,0.484,0.368,3.82e-05,0.118,-7.784,0.0341,92.923,0.142,6.0,1.0,4.0,1.0,3DiDSECUqqY1AuBP8qtaIa,79.0
185.0,3DiDSECUqqY1AuBP8qtaIa,216480.0,0.74,0.484,0.368,3.82e-05,0.118,-7.784,0.0341,92.923,0.142,6.0,1.0,4.0,1.0,3DiDSECUqqY1AuBP8qtaIa,77.0
185.0,3DiDSECUqqY1AuBP8qtaIa,216480.0,0.74,0.484,0.368,3.82e-05,0.118,-7.784,0.0341,92.923,0.142,6.0,1.0,4.0,1.0,3DiDSECUqqY1AuBP8qtaIa,76.0
185.0,3DiDSECUqqY1AuBP8qtaIa,216480.0,0.74,0.484,0.368,3.82e-05,0.118,-7.784,0.0341,92.923,0.142,6.0,1.0,4.0,1.0,3DiDSECUqqY1AuBP8qtaIa,75.0
184.0,5pKCCKE2ajJHZ9KAiaK11H,226973.0,0.839,0.588,0.391,0.0,0.227,-8.607,0.0334,144.069,0.349,0.0,0.0,4.0,1.0,5pKCCKE2ajJHZ9KAiaK11H,90.0
184.0,5pKCCKE2ajJHZ9KAiaK11H,226973.0,0.839,0.588,0.391,0.0,0.227,-8.607,0.0334,144.069,0.349,0.0,0.0,4.0,1.0,5pKCCKE2ajJHZ9KAiaK11H,91.0
184.0,5pKCCKE2ajJHZ9KAiaK11H,226973.0,0.839,0.588,0.391,0.0,0.227,-8.607,0.0334,144.069,0.349,0.0,0.0,4.0,1.0,5pKCCKE2ajJHZ9KAiaK11H,89.0
184.0,5pKCCKE2ajJHZ9KAiaK11H,226973.0,0.839,0.588,0.391,0.0,0.227,-8.607,0.0334,144.069,0.349,0.0,0.0,4.0,1.0,5pKCCKE2ajJHZ9KAiaK11H,88.0
184.0,5pKCCKE2ajJHZ9KAiaK11H,226973.0,0.839,0.588,0.391,0.0,0.227,-8.607,0.0334,144.069,0.349,0.0,0.0,4.0,1.0,5pKCCKE2ajJHZ9KAiaK11H,87.0
183.0,5edcHuf8pWH3I00WTorajM,155866.0,0.00483,0.603,0.831,2.05e-06,0.142,-3.986,0.0368,139.945,0.455,8.0,1.0,4.0,1.0,5edcHuf8pWH3I00WTorajM,55.0
0.0,3eJCIS7ytlYvT3pgReuWWa,180136.0,0.028,0.482,0.701,0.0,0.0455,-4.719,0.0325,75.589,0.385,0.0,1.0,4.0,1.0,3eJCIS7ytlYvT3pgReuWWa,36.0
185.0,7sKxqpSqbIzphAKAhrqvlf,146080.0,0.0198,0.744,0.67,0.000118,0.314,-7.784,0.0509,87.171,0.848,10.0,1.0,4.0,1.0,7sKxqpSqbIzphAKAhrqvlf,62.0
185.0,7sKxqpSqbIzphAKAhrqvlf,146080.0,0.0198,0.744,0.67,0.000118,0.314,-7.784,0.0509,87.171,0.848,10.0,1.0,4.0,1.0,7sKxqpSqbIzphAKAhrqvlf,60.0
184.0,3qKHegS8r4Q08xagEIJwez,145098.0,0.278,0.593,0.768,0.0,0.101,-4.108,0.0285,96.965,0.296,9.0,1.0,4.0,1.0,3qKHegS8r4Q08xagEIJwez,34.0
185.0,5oRnbmgqvvq7fVlgk4vcEa,189506.0,0.976,0.344,0.0585,0.000362,0.103,-17.212,0.0373,174.149,0.323,3.0,1.0,4.0,1.0,5oRnbmgqvvq7fVlgk4vcEa,49.0
184.0,06HL4z0CvFAxyc27GXpf02,239560.0,0.537,0.613,0.581,0.000345,0.25,-8.588,0.0424,130.033,0.551,0.0,0.0,4.0,1.0,06HL4z0CvFAxyc27GXpf02,100.0
184.0,2dZ1l4hWgtbMS0N5T9Oalb,159033.0,0.00413,0.539,0.773,0.0,0.497,-3.843,0.0425,74.995,0.601,11.0,1.0,4.0,1.0,2dZ1l4hWgtbMS0N5T9Oalb,53.0
